product,date,title,rating,review_list
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 23 January 2022,Negative comments pr dhyan na de,4,Bhaiyo mene tb ye order ki thi to mujhe bhi lga ki glt order ki hain..lekin ye mujhe milne ke baad pta chla ki really ek no.. hai ye earbuds ..900 rupee mein aur kya loge bhai..bss iski ek chhoti si prblm hai ki ye ear mein proper set nhi hoti vese mere to bdiya set ho ri hain..kbhi kbhi dikkat aati hai..and thnx Amazon ..all over 8/10 points meri trf se..
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 18 April 2022,please resolve the problem,1,"its totally disappointed, first of all its deliver too late, its ok but after receiving the quality of airdrops was not good,  its has bad problems of connectivity,I request for replace the item again its more then a week still I didn't get the order, it mean for to order from amazon I have to wait the whole month even its jut only one item.. so bad"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 2 May 2022,Warranty claim and replacement of the product,5,"Everything is fine but one side of the of earpod is broken and unable to hear now how do I claim the warranty for the product, when I get expect the replacement since it has warranty of 1 yr and broke within 6 months"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 5 January 2022,Good product at cheap price,5,Got it during sale for around 900. The battery life is great. Comfort is good. The bass is a bit less though compared to high end products
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 1 July 2021,Underperforming microphone but good sound quality and bass,3,I like the way it sounds. It has a good output quality. I also enjoyed the bass. But when it comes to mic it's not up to the mark. People on the other side of the call are always complaining about low sound quality. Voice is not clear and sounds muffled. This is a huge turn off. I will recommend this product only if you're not concerned about microphone.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 4 April 2021,Calling problems,2,There is problem when you call to someone. Your voice is not clear during calls to the other end. Because it's mic is on the back so it will not catch the voice perfectly. And everything good related to sound. If you buy this for only watching movies or listening music then it is good but for calling purpose you may go to some other buds.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 2 September 2021,Not good buy. Poor mic,1,The airdopes are only for listening to music. It’s not suitable if you want to use the mic. As the product is not returnable keeping it. It’s a waste of money as my purpose for using it for work meetings is not possible with this airdopes. Blurred voice and echoes
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 18 October 2021,Audio issue,3,Whenever I move my head while listening to something using this model the audio gets cut off in middle....it has happened a lot of times till now from day 1 I got this model...seems like there is some issue...check it...I got four models in boat..but this is the one who has issue...it sucks when the audio is cut off in middle while watching something 🙃
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 9 May 2022,Fair only,1,"When i call by using this, always disturbance created and very poor voice gone to other person.When used for running, song always stopped for some seconds continuously."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 16 December 2020,Read ones,3,If u r going for a great bass sound u must be disappointed with these air dopesOtherwise ok product as price wise.Personally if u r a music lover go for headfone and calling purpose go for neckband typThese are non of useful in lifeEven makes your life harderUssless enovationAnd waste of money
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 29 January 2021,Not satisfied,3,"They claim a 3.5 hours playback. But they don't even last for 2 hours. Also once in a couple of days, I have to charge the pod, which is not the case with other products.What is said in the manual doesn't match with the product, for example, on charge completion, the manual said blue light glows in the ear piece once charge is completed, but it doesn't happen at all."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 11 February 2021,U can choose some other products than this,2,Sometimes right side earpiece is not functioning correctly. I face the same prblm with one so i replace the product that replaced product also has the same problem and sometimes in the charging case the right side piece only blinks it may or may not be a problem I use airdopes for the first tym so I was scared about my choice of boat airdopes
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 11 October 2021,IT DOES NOT HAVE A MIC AND PRODUCT NOT HELPFUL,2,"IT DOES NOT HAVE A MIC AS MENTIONED IN THE PRODUCT DATA SHEET,HENCE TH EITEM IS NOT USEFUL TO MEPLEASE CORRECT THE DATA SHEET,SO THAT OTHER WILL PLACE THE ORDER,IF HE NEEDS BLUE TOOTH HEAD PHONE ONLY."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 1 March 2022,One side buds become faulty after 4 months of use.,1,This product is like all other head phones becomes faulty in one side. Only one side is working. This review is written after 4 months of purchase and use.
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 19 February 2022,Overall ok.,4,"Over all good, but the ear fit is not that great. They fall off if you’re running. Also if you’re lying on one side in bed."
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 19 July 2021,Avoid,1,I usually do not return orders because it’s a hassle for me personally but I had to return this because when I speak the other person cannot hear for which I had to scream and speak and I’d loose my temper every time I’d pick up or call someone else . Only good if you want to listen decent music
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 6 July 2021,Quality,2,Buds quality is very good.  I am not saying that Buds quality is dirty.But I am giving it 1 star because I have already been given this product after using it.  This is not brand new.  There were scratches on its screen where the battery percentage is shown.Due to this reason I will return it or replace it.This is my honest review
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 10 February 2022,Don't buy this product,1,This product price and sound quality is good.But the main thing is the when u use for more than 30min this airpodes it will hurt ur ears as this airpode shape is very wide n uncomfortable to use.. if u are a long uses of airpodes then don't buy this .. worst product
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 25 February 2021,Good product for the price,4,"The earbuds are good-looking, exactly fitting on the ears and they don't fall down. The sound quality is good and the only drawback is that you need to keep the mobile is in your pocket. The range is not more than 4 metres"
"Amazon.in:Customer reviews: boAt Airdopes 121V2 Bluetooth Truly Wireless in Ear Earbuds with Mic with Upto 14 Hours Playback, Lightweight 8Mm Drivers, Led Indicators and Multifunction Controls (Active Black)",Reviewed in India on 13 November 2021,Not Good,2,Don't purchase.Noise cancellation is not effective. Not able to talk on phone call. And within 2 months right side ear piece not working but Boat Services is good and and fast. Replacement done by boat customer care service provider.
